# ,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
1280,137155896,1,8009500,41,11,13,0.15442649855724516,8,1,0,0,0,21,26,1
1281,150067995,1,8019000,40,12,15,0.15524254101195697,2,1,0,0,0,23,26,1
1282,150068605,1,8019600,49,16,16,0.15524254101195697,2,1,0,0,0,16,26,1
1283,149352819,1,8019600,49,15,16,0.15524254101195697,2,1,1,0,0,16,26,1
1284,151051829,1,8019600,49,18,9,0.15524254101195697,5,1,0,0,0,16,26,1
1285,150067839,1,8038800,40,11,11,0.15524254101195697,2,1,0,0,0,25,26,1
1286,50633846,2,8046865,46,35,5,0.1050391824437451,15,1,0,0,0,13,13,1
1287,150462390,2,8050000,50,30,8,0.1345903299678313,10,0,0,0,0,13,17,0
1288,50399434,1,12018586,49,15,19,0.0650255977554207,6,1,0,0,0,5,12,1
1289,149554247,4,89284680,144,86,1,0.06536486761900343,7,1,0,0,0,5,10,0
1290,150159369,4,279900900,426,307,15,0.11989469469100669,2,1,0,0,0,26,26,0
1291,144281223,1,8073000,41,11,13,0.1550069227352407,7,1,0,0,0,20,26,1
1292,150762788,1,8080000,40,11,11,0.15524254101195697,2,1,0,0,0,13,26,1
1293,150977459,2,8088941,46,35,5,0.1050391824437451,15,1,0,0,0,13,14,1
1294,144281225,1,8092500,41,11,13,0.1550069227352407,7,1,0,0,0,21,26,1
1295,145205128,2,8093192,66,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,2,21,1
1296,149775274,2,8100000,52,35,10,0.1045442998104146,10,1,0,0,0,2,8,0
1297,38956301,2,8100000,57,31,10,0.13856350597776332,NaN,NaN,0,0,0,3,16,0
1298,150729192,2,8100000,45,28,6,0.09146165207588373,12,1,1,0,0,5,5,0
1299,149930291,1,8100000,39,19,9,0.14387231607105494,21,1,0,0,0,14,25,0
1300,137155680,1,8132000,42,13,14,0.1550069227352407,7,1,0,0,0,15,26,1
1301,137156002,1,8140800,42,13,14,0.1555880093273587,7,1,0,0,0,5,26,1
1302,148608938,3,8150000,56,42,6,0.16359902962318992,5,0,1,0,0,4,9,0
1303,148284931,1,8160600,40,NaN,NaN,0.1550069227352407,4,0,0,0,0,15,NaN,1
1304,150068235,1,8175500,41,11,11,0.15524254101195697,2,1,0,0,0,24,26,1
1305,151144581,3,8200000,60,45,6,0.19208133928481402,10,1,1,0,0,9,9,0
1306,139392310,3,8200000,66,47,6,0.1529205192158662,NaN,NaN,0,0,0,4,12,0
1307,151015812,2,8200000,44,29,6,0.06388863995147823,13,1,0,0,0,2,12,0
1308,149468802,3,8200000,58,44,5,0.16300698730437865,7,0,0,0,0,6,9,0
1309,139323713,1,8200000,35,20,6,0.10930615250227245,2,0,1,0,0,6,9,0
1310,145901662,3,8200000,58,40,6,0.19267895637678945,18,1,1,0,0,5,9,0
1311,146702984,2,8200000,47,28,9,0.128932998372215,7,1,0,0,0,1,9,0
1312,151081212,1,8224800,44,15,10,0.18137815153884648,16,1,0,0,0,3,33,0
1313,144281247,1,8232000,42,13,17,0.15535316758485757,7,1,0,0,0,22,26,1
1314,137155597,1,8236800,41,11,13,0.15578207369286542,6,1,0,0,0,21,26,1
1315,148828313,1,8240000,40,16,12,0.06742587316935474,8,1,0,0,0,8,19,1
1316,150119581,1,4787047,33,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,2,21,1
1317,150150275,1,9380725,36,16,1,0.05913882626202489,15,1,1,0,0,1,7,1
1318,151068890,1,4990000,33,19,7,0.1550002865205383,20,1,0,0,0,3,9,0
1319,150585899,2,8250000,52,31,10,0.14963799734843114,15,0,0,0,0,5,17,0
1320,137155820,1,8264400,42,13,14,0.15442649855724516,8,1,0,0,0,11,26,1
1321,150062449,2,8267732,45,40,5,0.1050391824437451,15,1,0,0,0,14,14,1
1322,150067951,1,8290800,42,11,11,0.15524254101195697,2,1,0,0,0,21,26,1
1323,150903930,3,8299000,63,43,9,0.14195477633968628,NaN,NaN,0,0,0,4,14,0
1324,150796890,2,8300000,60,34,10,0.18025982359707685,10,0,0,0,0,16,17,0
1325,137157735,3,8300000,53,39,7,0.14467288771103465,20,0,0,0,0,3,12,0
1326,137155980,1,8300000,41,11,13,0.15535316758485757,7,1,0,0,0,26,26,1
1327,145060736,3,8300000,59,31,6,0.12998384770212554,NaN,NaN,0,0,0,9,9,0
1328,151041447,2,8300000,44,30,6,0.062140679710234105,9,1,1,0,0,3,5,0
1329,151127222,3,8300000,89,60,9,0.1291381162765258,5,0,0,0,0,5,5,0
1330,148997132,1,8300000,38,19,10,0.0791167541539082,19,1,0,0,0,2,16,0
1331,150330992,1,8300000,56,37,16,0.16068520954291324,15,1,0,0,0,24,28,0
1332,150067997,1,8307000,42,12,15,0.15524254101195697,2,1,0,0,0,22,26,1
1333,150068542,2,8307600,60,NaN,2,0.15524254101195697,2,1,0,0,0,2,29,1
1334,150689260,2,8308934,66,30,12,0.14881065099329915,10,0,0,0,0,4,24,1
1335,150196725,2,8320000,41,23,7,0.15098916497036893,14,1,0,0,0,1,22,1
1336,150067428,1,8320000,41,13,18,0.15524254101195697,2,1,0,0,0,22,26,1
1337,144281202,1,8326500,42,13,16,0.15578207369286542,6,1,0,0,0,19,26,1
1338,137155659,1,8328400,44,18,16,0.1550069227352407,7,1,0,0,0,11,26,1
1339,150067948,1,8328400,44,13,18,0.15524254101195697,2,1,0,0,0,11,26,1
1340,150068540,2,8336900,58,NaN,2,0.15524254101195697,2,1,0,0,0,2,29,1
1341,150067874,1,8346000,42,13,18,0.15524254101195697,2,1,0,0,0,12,26,1
1342,137155823,1,8346000,42,13,14,0.15442649855724516,8,1,0,0,0,12,26,1
1343,150689111,2,8346369,66,36,12,0.14881065099329915,10,0,0,0,0,4,24,1
1344,149554247,4,89284680,144,86,1,0.06536486761900343,7,1,0,0,0,5,10,0
1345,150096023,1,9380725,36,16,1,0.05913882626202489,8,1,1,0,0,1,7,1
1346,47629862,3,32900000,100,68,10,0.0956949152727039,11,0,0,0,0,26,32,0
1347,137156029,1,8349600,42,13,14,0.1555880093273587,7,1,0,0,0,9,26,1
1348,136820772,2,8350000,51,28,12,0.06943447893554151,14,1,0,0,0,1,16,0
1349,137155618,1,8358000,42,13,17,0.15578207369286542,6,1,0,0,0,23,26,1
1350,150303422,1,8359200,48,16,16,0.15524254101195697,2,1,0,0,0,22,26,1
1351,151110901,3,8364142,83,45,11,0.1866145563423453,20,0,0,0,0,6,14,1
1352,137156020,1,8369200,42,13,14,0.1555880093273587,7,1,0,0,0,8,26,1
1353,137155606,1,8375400,42,13,16,0.15578207369286542,6,1,0,0,0,22,26,1
1354,148284698,1,8377900,42,NaN,NaN,0.1550069227352407,4,0,0,0,0,13,NaN,1
1355,150067905,1,8380000,41,11,11,0.15524254101195697,2,1,0,0,0,26,26,1
1356,150068580,2,8380800,58,NaN,2,0.15524254101195697,2,1,0,0,0,2,29,1
1357,51220504,1,8400000,39,14,7,0.14156253646727576,5,1,1,0,0,8,13,0
1358,151137752,3,8400000,56,40,6,0.19208133928481402,15,1,1,0,0,9,9,0
1359,144730598,3,8400000,56,41,6,0.17318419473742314,11,1,1,0,0,2,9,0
1360,150135979,1,8400000,35,17,5,0.08644534862009423,19,1,1,0,0,7,9,0
1361,150067838,1,8420000,42,13,15,0.15524254101195697,2,1,0,0,0,26,26,1
1362,150600021,1,8450000,37,17,9,0.057417615368887905,13,1,0,0,0,2,5,0
1363,147384031,2,8451945,45,40,4,0.1050391824437451,15,1,0,0,0,7,15,1
1364,151081711,1,8482400,46,16,10,0.18137815153884648,16,1,0,0,0,3,33,0
1365,151103151,3,8500000,58,43,5,0.16299132435270963,NaN,NaN,1,0,0,9,9,0
1366,150853053,2,8500000,43,27,7,0.14858634729762385,15,1,0,0,0,2,12,0
1367,150748009,2,8500000,43,29,7,0.1457755215084169,NaN,NaN,1,0,0,1,5,0
1368,149449673,1,8500000,56,22,15,0.16068520954291324,15,1,0,0,0,14,28,1
1369,150322259,3,8500000,62,45,6,0.18559524148600712,NaN,NaN,0,0,0,4,12,0
1370,149478919,3,8500000,60,44,7,0.15712901775181082,15,1,0,0,0,4,9,0
1371,139649278,2,8500000,53,30,9,0.1548367134998994,NaN,NaN,0,0,0,10,12,0
1372,150094556,3,11450000,57,46,9,0.05465400725884607,5,1,1,0,0,8,9,0
1373,149387315,3,33500000,100,70,20,0.0956949152727039,12,1,0,0,0,19,32,0
1374,149185459,2,5700000,37,24,6,0.16563536281256255,10,0,0,0,0,5,12,0
1375,150795368,2,8500000,52,31,11,0.17256760313989808,25,1,0,0,0,9,16,0
1376,149724078,1,8500000,41,19,13,0.07629934595558661,7,1,1,0,0,1,12,0
1377,150297888,2,8500000,42,26,5,0.09796092694156029,4,1,1,0,0,9,9,0
1378,43380317,1,8500000,38,20,10,0.06878942458437565,14,1,0,0,0,4,22,0
1379,149662070,3,8500000,67,41,8,0.1485862684875363,10,0,0,0,0,2,12,0
1380,150836652,2,8500000,40,24,7,0.17344460003542594,10,0,0,0,0,11,12,0
1381,150098991,2,8500000,52,31,9,0.1548367134998994,NaN,NaN,0,0,0,10,14,0
1382,151002349,2,8500000,58,34,10,0.16871670715032835,NaN,NaN,0,0,0,15,16,0
1383,150357077,4,8500000,63,47,6,0.13012565090576703,NaN,NaN,0,0,0,7,9,0
1384,148284705,1,8537100,42,NaN,NaN,0.1550069227352407,4,0,0,0,0,13,NaN,1
1385,149787729,3,8550000,64,45,6,0.131730597685768,7,0,0,0,0,2,12,0
1386,150689202,2,8554077,65,34,13,0.14881065099329915,10,0,0,0,0,4,24,1
1387,150572608,2,8559150,66,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,7,21,1
1388,150067892,1,8569200,44,13,15,0.15524254101195697,2,1,0,0,0,11,26,1
1389,148284905,1,8585000,42,NaN,NaN,0.1550069227352407,4,0,0,0,0,24,NaN,1
1390,137156224,1,8588400,42,13,16,0.1555880093273587,7,1,0,0,0,26,26,1
1391,148474404,2,8600000,55,30,12,0.14088652790898232,10,0,0,0,0,3,16,0
1392,151124425,2,8600000,58,35,10,0.1277682631464048,NaN,NaN,0,0,0,1,22,0
1393,151012788,2,8600000,50,37,8,0.13804045887582833,NaN,NaN,0,0,0,2,17,0
1394,151109399,3,8600000,64,42,10,0.14299857195667817,5,0,1,0,0,6,12,0
1395,149779734,2,8600000,51,30,9,0.14987415878746216,NaN,NaN,0,0,0,9,17,0
1396,144281243,1,8610000,42,13,16,0.15442649855724516,8,1,0,0,0,26,26,1
1397,151082251,1,8611200,46,18,15,0.18137815153884648,16,1,0,0,0,3,33,0
1398,150197571,2,8642700,39,NaN,1,0.15098916497036893,14,1,0,0,0,17,22,1
1399,137155776,1,8648300,43,18,16,0.1550069227352407,7,1,0,0,0,23,26,1
1400,150150639,3,19304981,81,52,2,0.05913882626202489,15,1,1,0,0,1,7,1
1401,150853822,3,32900000,103,68,1,0.0956949152727039,16,1,0,0,0,28,32,0
1402,149893449,2,6236351,56,NaN,2,0.1888920753717584,20,1,0,0,0,2,17,1
1403,150383048,1,8670000,51,40,7,0.18374893069035653,8,1,0,0,0,2,14,0
1404,150924645,3,8698000,60,44,6,0.15939889076668376,25,1,0,0,0,3,9,0
1405,22267152,1,8700000,41,30,9,0.14876929378016623,10,0,0,0,0,5,12,0
1406,47888587,2,8700000,58,36,8,0.1978881903359784,29,1,0,0,0,11,17,0
1407,150455709,3,8700000,68,46,7,0.13910871427789495,NaN,NaN,0,0,0,16,16,0
1408,150924654,2,8700000,54,32,9,0.1948916947769972,20,1,0,0,0,14,15,0
1409,150458434,1,8700000,36,20,8,0.06864954597701525,7,1,1,0,0,6,14,0
1410,145599199,2,8700000,52,30,9,0.14580073754563186,10,0,0,0,0,9,12,0
1411,148284938,1,8726400,40,NaN,NaN,0.1550069227352407,4,0,0,0,0,23,NaN,1
1412,150642901,2,8750000,54,32,9,0.1382618928615138,10,0,0,0,0,14,17,0
1413,150840775,3,8800001,86,51,11,0.1866145563423453,20,0,0,0,0,4,14,1
1414,150372859,2,8800000,45,28,6,0.12674313413929095,10,1,1,0,0,8,8,0
1415,151076032,1,8800000,47,20,16,0.18137815153884648,10,1,0,0,0,12,33,0
1416,150689468,2,8835284,65,32,11,0.14881065099329915,10,0,0,0,0,22,24,1
1417,150196799,1,8877440,41,NaN,1,0.15098916497036893,14,1,0,0,0,19,22,1
1418,137155948,1,8883000,42,13,14,0.15442649855724516,8,1,0,0,0,26,26,1
1419,137155558,1,8884200,44,18,16,0.15578207369286542,6,1,0,0,0,15,26,1
1420,137156085,1,8884200,44,18,16,0.1555880093273587,7,1,0,0,0,13,26,1
1421,137156099,1,8888000,44,18,16,0.1555880093273587,7,1,0,0,0,16,26,1
1422,146410307,1,8888000,40,14,15,0.15578207369286542,6,1,0,0,0,26,26,1
1423,147743104,2,8900000,52,31,10,0.13999681829830948,15,0,0,0,0,14,17,0
1424,150537998,2,8900000,53,30,8,0.12255814342445591,10,0,0,0,0,2,14,0
1425,150067882,1,8908200,44,13,18,0.15524254101195697,2,1,0,0,0,19,26,1
1426,148218931,2,8924224,48,42,1,0.1050391824437451,15,1,0,0,0,15,15,1
1427,150068021,1,8925000,42,11,11,0.15524254101195697,2,1,0,0,0,26,26,1
1428,149592438,2,13029764,44,NaN,1,0.059258454495956965,7,1,1,0,0,2,7,1
1429,150108514,3,39000000,101,80,12,0.11957805996188973,1,1,0,0,0,9,16,0
1430,150068525,1,4466200,27,NaN,1,0.15524254101195697,2,1,0,0,0,2,29,1
1431,28921702,2,8960000,52,26,10,0.14983811352739848,10,0,0,0,0,26,32,0
1432,150196726,2,8980000,44,29,5,0.15098916497036893,14,1,0,0,0,1,22,1
1433,149853373,2,8980000,45,28,5,0.12050353728023859,5,0,0,0,0,11,12,0
1434,149204431,3,8990000,77,51,8,0.10604798555299694,15,1,0,0,0,3,5,0
1435,149846199,2,8990000,46,28,6,0.09025280105376246,11,1,1,0,0,5,5,0
1436,137155890,1,8996400,44,18,16,0.15442649855724516,8,1,0,0,0,20,26,1
1437,151055691,1,8999000,47,20,15,0.18137815153884648,10,1,0,0,0,12,33,0
1438,149460001,2,9000000,60,38,9,0.1978881903359784,4,0,0,0,0,9,17,0
1439,150902242,2,9000000,42,38,NaN,0.09171239880762647,10,1,0,0,0,2,5,0
1440,51869794,3,9000000,68,46,7,0.16926114564379174,9,0,1,0,0,5,9,0
1441,150597470,2,9000000,54,28,9,0.16188067284901556,15,1,0,0,0,2,20,0
1442,150818744,3,9000000,57,42,6,0.14002945090390986,5,1,1,0,0,3,5,0
1443,150413322,1,9000000,44,20,15,0.1552911850571371,7,1,0,0,0,22,26,0
1444,51734289,1,9000000,36,19,10,0.10348467501446551,3,1,1,0,0,6,7,0
1445,150288194,1,9000000,46,19,16,0.18137815153884648,10,1,0,0,0,12,33,0
1446,148947826,2,9000000,45,32,7,0.056271851176676824,3,1,1,0,0,9,9,0
1447,150889579,2,9000000,48,38,8,0.1273862581845032,12,1,1,0,0,1,9,0
1448,51066793,1,9000000,46,23,9,0.18261908875593863,12,1,1,0,0,22,23,0
1449,150989688,2,9000000,54,32,10,0.14555967787972446,15,1,0,0,0,15,17,0
1450,150529777,2,9000000,46,33,10,0.15670951858725618,5,1,0,0,0,14,23,0
1451,149173016,3,9000000,60,39,8,0.1226998550188637,15,1,0,0,0,1,9,0
1452,149157235,2,9000000,54,29,9,0.15887898186748609,15,0,0,0,0,6,20,0
1453,150149745,2,9023952,73,73,1,0.13011466764146856,10,0,1,0,0,2,8,0
1454,150067697,1,9043200,47,16,16,0.15524254101195697,2,1,0,0,0,19,26,1
1455,150383051,2,9070000,54,34,7,0.18476818065903686,10,1,0,0,0,5,23,0
1456,150958558,2,20100000,65,34,12,0.07695525190557288,3,0,0,0,0,19,37,0
1457,150639197,2,5900000,45,28,6,0.12669827660883656,10,0,0,0,0,7,9,0
1458,149632429,5,17147750,139,139,4,0.13011466764146856,15,1,1,0,0,1,1,0
1459,150112422,1,9097475,35,28,1,0.059258454495956965,15,1,1,0,0,1,7,1
1460,150163885,1,9097475,35,NaN,NaN,0.05910570479276951,15,1,0,0,0,1,8,1
1461,50598102,1,9100000,39,20,10,0.10223806089538857,9,1,0,0,0,6,14,0
1462,141695213,3,9100000,58,44,6,0.09004375896890404,9,1,0,0,0,9,9,0
1463,150068130,1,9149400,44,13,18,0.15524254101195697,2,1,0,0,0,25,26,1
1464,3062789,3,9150000,65,42,6,0.12122624413240556,3,0,0,0,0,5,5,0
1465,150893714,3,9150000,59,44,7,0.13818669406585124,5,0,0,0,0,4,9,0
1466,137155947,1,9177000,43,18,16,0.15442649855724516,8,1,0,0,0,26,26,1
1467,150638399,1,9200000,41,21,14,0.09209770572630462,7,1,1,0,0,1,12,0
1468,150206786,3,9200000,59,42,6,0.08840469602826286,15,1,0,0,0,2,5,0
1469,150733163,1,9200000,47,19,11,0.18131173312019858,NaN,NaN,0,0,0,4,25,1
1470,150806794,1,9200000,47,19,11,0.18137815153884648,5,1,0,0,0,4,25,0
1471,147952609,3,9200000,64,45,9,0.15500421664086536,14,0,0,0,0,10,14,0
1472,150578808,3,9200000,65,40,8,0.16978777166701378,15,0,0,0,0,13,16,0
1473,149917798,2,9260455,67,67,1,0.13011466764146856,10,0,1,0,0,2,8,0
1474,150704880,3,9300000,58,43,6,0.09011587969081383,9,1,0,0,0,4,9,0
1475,150154651,2,9300000,58,40,1,0.15580464847381126,6,0,0,0,0,10,14,0
1476,140909903,2,9300000,52,31,8,0.1485862684875363,16,0,0,0,0,4,12,0
1477,150849302,2,9300000,45,26,6,0.0655745596984831,10,0,0,0,0,3,13,0
1478,149796785,3,9300000,75,43,11,0.16940610243745008,NaN,NaN,0,0,0,2,16,0
1479,144072216,2,9300000,53,29,8,0.13380439133470268,NaN,NaN,1,0,0,15,22,0
1480,151050454,3,9300000,59,42,6,0.08693262375684674,10,1,0,0,0,5,5,0
1481,148982912,3,9300000,60,43,6,0.09004375896890404,15,1,0,0,0,7,9,0
1482,150689076,2,9308661,66,34,14,0.14881065099329915,10,0,0,0,0,20,24,1
1483,150112423,1,9326650,36,28,1,0.059258454495956965,15,1,1,0,0,1,7,1
1484,150468529,2,13387500,51,NaN,NaN,0.08673854336827239,15,1,0,0,0,5,24,1
1485,149628742,2,29682000,87,37,17,0.058259761117345904,10,1,0,0,0,17,17,1
1486,150150639,3,19304981,81,52,2,0.05913882626202489,15,1,1,0,0,1,7,1
1487,150866581,1,9326650,36,NaN,NaN,0.05910570479276951,15,1,0,0,0,1,8,1
1488,144281208,1,9350700,43,18,16,0.15578207369286542,6,1,0,0,0,22,26,1
1489,151015900,2,9380000,53,31,9,0.12109209289565177,10,0,0,0,0,12,17,0
1490,50633276,2,9381363,55,48,4,0.1050391824437451,15,1,0,0,0,4,13,1
1491,150068589,2,9388500,56,NaN,2,0.15524254101195697,2,1,0,0,0,21,29,1
1492,150248803,2,9400000,53,30,8,0.1218930816234017,15,0,0,0,0,2,14,0
1493,150656484,3,9480000,58,41,6,0.18572865251018433,10,1,1,0,0,5,9,0
1494,150631963,3,9500000,58,38,7,0.12747848702526107,15,0,0,0,0,4,9,0
1495,149455311,3,9500000,58,42,6,0.12379611288101858,8,0,0,0,0,2,9,0
1496,150099590,1,9500000,43,16,10,0.18137815153884648,14,1,0,0,0,7,33,0
1497,150909853,3,9500000,64,43,7,0.19859817643686847,7,0,0,0,0,6,12,0
1498,149455236,1,9500000,39,20,9,0.09098820302132694,15,1,0,0,0,7,17,0
1499,147508135,2,9500000,54,28,9,0.13471682519881684,15,1,0,0,0,17,18,0
1500,140087211,3,9500000,60,44,7,0.14126933097615313,NaN,NaN,0,0,0,4,9,0
1501,149274437,1,9500000,39,21,9,0.07864235526896535,8,0,1,0,0,8,14,0
1502,149947307,1,9500000,38,19,8,0.1228212788772757,7,1,1,0,0,10,14,0
1503,150246482,3,9500000,60,43,6,0.1292507349930718,15,1,0,0,0,8,9,0
1504,147434566,3,9500000,58,44,7,0.17500715784804127,15,1,0,0,0,9,9,0
1505,150567524,2,9500000,45,30,8,0.1493500044889515,NaN,NaN,1,0,0,3,32,0
1506,149561293,3,9500000,60,40,8,0.1130048164975694,20,1,0,0,0,2,9,0
1507,151067563,2,9500000,54,30,9,0.1591335008979833,20,1,0,0,0,16,22,0
1508,149767195,4,9500000,86,60,6,0.17881094525461344,20,0,0,0,0,8,12,0
1509,136715759,3,9500000,75,43,8,0.1637699614021148,NaN,NaN,0,0,0,9,12,0
1510,150848916,3,9500000,55,44,6,0.13097554534510963,6,0,1,0,0,9,9,0
1511,137155630,1,9548400,43,18,16,0.15578207369286542,6,1,0,0,0,24,26,1
1512,149305910,3,15300000,73,45,11,0.11630047184104415,10,0,0,0,0,14,14,0
1513,150095874,1,9326650,36,16,1,0.05913882626202489,8,1,1,0,0,1,7,1
1514,148261575,2,5100000,40,26,6,0.16027353830701016,NaN,NaN,1,0,0,3,9,0
1515,150600538,2,9578750,39,27,4,0.15098916497036893,14,1,0,0,0,22,22,1
1516,150991500,1,9600000,37,17,10,0.09016739381977244,12,1,0,0,0,24,25,0
1517,2462671,2,9600000,55,35,10,0.14019491025657568,5,1,1,0,0,3,6,0
1518,149748911,2,9600000,54,29,12,0.14019491025657568,5,1,1,0,0,3,6,0
1519,46820272,2,9600000,54,54,1,0.14019491025657568,3,1,1,0,0,3,6,0
1520,138756971,2,9600000,47,31,9,0.055852910642595774,11,1,0,0,0,12,14,0
1521,137155642,1,9680000,44,18,16,0.15578207369286542,6,1,0,0,0,26,26,1
1522,150971962,2,9690000,64,34,13,0.12494482433558235,NaN,NaN,0,0,0,11,17,0
1523,149569375,3,9700000,56,42,6,0.060003401379007774,8,1,0,0,0,5,5,0
1524,149836851,2,9750000,39,28,1,0.15137072068881346,3,1,0,0,0,12,23,1
1525,139675528,3,9750000,60,49,6,0.11957756730612286,NaN,NaN,0,0,0,1,5,0
1526,150112425,1,9754100,37,30,1,0.059258454495956965,15,1,1,0,0,1,7,1
1527,137156202,1,9789700,43,18,16,0.1555880093273587,7,1,0,0,0,26,26,1
1528,150921224,2,9800000,62,39,13,0.16022710116347483,10,0,0,0,0,7,14,0
1529,150341014,3,9800000,58,42,6,0.1130048164975694,7,0,1,0,0,2,9,0
1530,151027608,2,9800000,42,27,5,0.09628649932181549,12,1,1,0,0,8,9,0
1531,150299811,1,9850000,47,16,11,0.18137815153884648,15,1,1,0,0,10,34,0
1532,149834747,3,9850000,60,36,6,0.0816225822517878,9,1,0,0,0,9,9,0
1533,149917801,3,9893366,82,82,1,0.13011466764146856,10,0,1,0,0,2,8,0
1534,3982071,3,9900000,72,43,10,0.12036163916402139,5,0,0,0,0,2,17,0
1535,150996199,2,9900000,70,40,NaN,0.15524254101195697,5,1,0,0,0,2,26,1
1536,147502900,3,9950000,50,33,7,0.07025637319595793,5,0,1,0,0,4,5,0
1537,150655861,2,9950000,60,35,7,0.08381551800740616,17,1,0,0,0,5,5,0
1538,150422283,2,9950000,60,35,7,0.08381551800740616,22,1,0,0,0,5,5,0
1539,149828904,2,9970000,55,33,6,0.049461432141116174,4,1,1,0,0,3,5,0
1540,148764266,4,19050000,83,54,8,0.05679397593802979,15,1,1,0,0,3,8,0
1541,150039756,2,7750998,45,40,5,0.1050391824437451,15,1,0,0,0,8,15,1
1542,149893512,1,3260464,27,NaN,1,0.1888920753717584,20,1,0,0,0,2,17,1
1543,50633476,2,9984012,55,48,4,0.1050391824437451,15,1,0,0,0,9,13,1
1544,141767486,2,9990000,65,35,8,0.15996292665067355,5,0,0,0,0,10,17,0
1545,151005608,3,9990000,65,37,9,0.14369733281257854,10,0,0,0,0,3,12,0
1546,150888791,3,9990000,70,46,9,0.1665817068571699,NaN,NaN,1,0,0,6,9,0
1547,146171993,3,10000000,55,36,5,0.1064343210061956,11,1,1,0,0,4,5,0
1548,143507070,3,10000000,76,48,10,0.1697415212063599,NaN,NaN,0,0,0,16,16,0
1549,50256052,2,10000000,58,32,10,0.1539455629794176,10,0,0,0,0,13,14,0
1550,49903658,4,10000000,64,43,6,0.15841578918734417,10,0,0,0,0,4,9,0
1551,51066948,1,10000000,51,23,12,0.18374893069035653,12,1,1,0,0,14,14,0
1552,150064867,2,10000000,44,32,6,0.1085031670756658,8,1,1,0,0,2,5,0
1553,151111887,3,10000000,72,49,8,0.0666881588293575,11,1,0,0,0,3,6,0
1554,47344224,3,10000000,74,53,8,0.10545669852526784,10,1,0,0,0,3,5,0
1555,47393744,3,10000000,74,53,8,0.10545669852526784,13,1,0,0,0,3,5,0
1556,151004130,3,10000000,58,44,6,0.12319550889561574,NaN,NaN,1,0,0,7,9,0
1557,149633241,3,10034105,69,39,15,0.13011466764146856,15,1,0,0,0,3,8,0
1558,150067707,2,10039400,70,28,20,0.15524254101195697,2,1,0,0,0,2,26,1
1559,150572611,3,10100000,79,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,15,21,1
1560,149745173,3,10100000,78,47,10,0.14385131202130205,7,0,0,0,0,7,17,0
1561,150875835,3,10100000,64,46,8,0.14532170257139637,15,1,0,0,0,4,16,0
1562,150119619,3,10128122,82,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,2,21,1
1563,150600554,2,10136500,41,NaN,1,0.15098916497036893,14,1,0,0,0,22,22,1
1564,150119621,3,10139163,82,NaN,1,0.15073959748071705,NaN,NaN,0,0,0,2,21,1
1565,150083779,3,10190000,75,46,10,0.162089917758164,15,0,0,0,0,14,16,0
1566,150990268,2,10200000,56,36,11,0.14754616836179796,NaN,NaN,0,0,0,7,17,0
1567,150247701,2,10200000,54,32,10,0.19955367990154638,30,1,0,0,0,10,16,0
1568,150762269,2,11000000,55,33,9,0.14895991248604062,10,0,0,0,0,4,18,0
1569,150150401,1,9766295,35,7,1,0.05913882626202489,15,1,1,0,0,2,7,1
1570,150689293,1,5559358,42,16,11,0.14881065099329915,10,0,0,0,0,2,24,1
1571,149024129,2,10200000,50,33,7,0.07025637319595793,5,0,0,0,0,4,5,0
1572,149970802,3,10200000,75,45,10,0.1322353406879165,10,0,0,0,0,3,17,0
1573,50548651,3,10200000,56,41,6,0.05576386125305525,4,0,1,0,0,3,9,0
1574,150383142,2,10200000,60,30,9,0.18137815153884648,7,1,0,0,0,3,33,0
1575,149213058,1,10250000,48,20,16,0.18137815153884648,12,1,0,0,0,14,33,0
1576,148671516,3,10250000,53,35,5,0.05676715861173416,4,1,1,0,0,4,9,0
1577,149786821,2,10250000,54,26,8,0.1314078433186143,10,0,1,0,0,22,24,0
1578,149748610,2,10288950,57,47,5,0.1050391824437451,15,1,0,0,0,8,15,1
1579,149212975,1,10300000,48,20,16,0.18137815153884648,12,1,0,0,0,14,33,0
1580,148871333,2,10350000,52,31,8,0.1301155774111987,8,0,0,0,0,7,8,0
1581,46990142,2,10384500,48,48,1,0.1383898782984101,19,1,1,0,0,4,5,0
1582,139838461,1,10500000,50,26,14,0.17599213885014825,15,1,0,0,0,5,16,0
1583,150435492,2,10500000,64,36,8,0.12487286252204674,10,0,1,0,0,1,5,0
1584,150645845,2,10500000,55,33,11,0.13526685202092165,NaN,NaN,1,0,0,13,14,0
1585,150472625,2,10500000,60,33,12,0.12494482433558235,10,0,0,0,0,12,17,0
1586,149484352,2,10500000,49,30,6,0.047786109605723354,6,1,1,0,0,8,11,0
1587,149899286,3,10500000,76,45,10,0.1654606805118623,4,0,0,0,0,9,17,0
1588,148774668,3,10500000,65,46,8,0.14400487151012956,30,1,0,0,0,3,16,0
1589,37092292,3,10500000,72,44,10,0.14459144174483535,10,0,0,0,0,3,17,0
1590,151013391,3,10500000,72,49,8,0.16365278047332146,5,1,0,0,0,1,4,0
